title,profitable_budget,profitable_revenue
Dracula 2000,2.8E7,3.3000336E7
Traffic,4.8E7,2.07515728E8
Shadow of the Vampire,8000000.0,8279017.0
House of Games,0.0,2585639.0
Don't Tell Mom the Babysitter's Dead,1.0E7,2.5196248E7
An Officer and a Gentleman,0.0,1.29795552E8
Save the Last Dance,1.3E7,9.1038272E7
The Man in the Moon,0.0,2853801.0
Prelude to a Kiss,0.0,2.2697692E7
Untamed Heart,0.0,1.8899204E7
Sugar & Spice,1.1E7,1.3276953E7
The Wedding Planner,3.5E7,9.4728528E7
"Harry, He's Here To Help",0.0,3818452.0
Barfly,3000000.0,3221568.0
Best Seller,0.0,4278150.0
Beverly Hills Cop II,2.0E7,2.99965024E8
Beverly Hills Cop,1.5E7,3.1636048E8
The Big Town,0.0,1700000.0
Can't Buy Me Love,1800000.0,3.1623832E7
Dead of Winter,0.0,2413427.0
Disorderlies,0.0,1.0348437E7
Eddie Murphy Raw,0.0,5.0504656E7
Ernest Goes to Camp,3000000.0,2.3509382E7
The Evil Dead,350000.0,2.94E7
Gardens of Stone,0.0,5262047.0
"Good Morning, Babylon",0.0,183700.0
Hot Pursuit,0.0,4215859.0
Housekeeping,0.0,1083282.0
Innerspace,0.0,2.589381E7
Jaws: The Revenge,2.3E7,5.1881012E7
Leonard Part 6,0.0,4916871.0
Less Than Zero,1.0,1.2396383E7
Like Father Like Son,0.0,3.4377584E7
The Lost Boys,8500000.0,3.2222568E7
Maid to Order,0.0,9868521.0
Mannequin,6000000.0,4.2721196E7
North Shore,0.0,3832228.0
Hannibal,8.7E7,3.51692256E8
Recess: School's Out,1.0E7,4.4460848E7
Sweet November,4.0E7,6.5754228E7
"Me, You, Them",1900000.0,2070806.0
Blow Dry,0.0,637769.0
The Mirror Crack'd,0.0,1.1E7
Reform School Girls,0.0,2510433.0
Tapeheads,0.0,343786.0
Elmer Gantry,3000000.0,1.04E7
Battle Beyond the Stars,2000000.0,1.1E7
Death Warrant,4000000.0,1.6853488E7
Double Impact,1.5E7,3.0102716E7
The End,0.0,4.5E7
Mermaids,3.1E7,3.5419396E7
The Mighty Quinn,0.0,4557214.0
Reversal of Fortune,0.0,1.5445131E7
Death on the Nile,7920000.0,1.4560084E7
DeepStar Six,0.0,8143225.0
Revenge of the Nerds II: Nerds in Paradise,0.0,2.2642032E7
The Longest Yard,2900000.0,4.3008076E7
C.H.U.D.,1250000.0,3412497.0
Enemy at the Gates,6.8E7,9.6976272E7
Exit Wounds,5.0E7,7.99586E7
Memento,9000000.0,3.9723096E7
Spy Kids,3.5E7,1.47934176E8
Tomcats,1.1E7,2.3430766E7
The Tailor of Panama,2.1E7,2.8008462E7
Amores perros,2000000.0,2.0908468E7
Along Came a Spider,6.0E7,1.0517856E8
Blow,5.3E7,8.3282296E7
Bridget Jones's Diary,2.5E7,2.81929792E8
Joe Dirt,1.77E7,3.0987696E7
Chopper,0.0,236185.0
The Low Down,0.0,32395.0
Scarface,2.5E7,6.5884704E7
The Mummy Returns,9.8E7,4.3301328E8
Cleopatra,3.1115E7,7.1E7
Frankie and Johnny,0.0,2.2773536E7
Norma Rae,0.0,2.2228E7
Summer Rental,0.0,2.4689704E7
Love Story,2200000.0,1.364E8
Rififi,0.0,460226.0
Shrek,6.0E7,4.84409216E8
Moulin Rouge!,5.25E7,1.7921344E8
Pearl Harbor,1.4E8,4.4922096E8
Love Potion No. 9,0.0,754935.0
Postcards from the Edge,2.2E7,3.9071604E7
City Slickers,2.7E7,1.79033792E8
Mississippi Burning,1.5E7,3.4604E7
The Magnificent Seven,2000000.0,4905000.0
Rio Bravo,0.0,5800000.0
Suspect,0.0,1.87824E7
Throw Momma from the Train,1.4E7,5.7915972E7
The Sand Pebbles,1.2E7,2.0E7
The Animal,2.2E7,8.4772744E7
Big Eden,0.0,512451.0
Swordfish,1.02E8,1.47080416E8
Catch-22,1.8E7,2.491167E7
Point Break,2.4E7,8.353196E7
Uncommon Valor,0.0,2.79E7
Unlawful Entry,2.3E7,5.713872E7
Macabre,90000.0,5000000.0
Tootsie,2.1E7,1.772E8
Atlantis: The Lost Empire,1.2E8,1.86053728E8
Lara Croft: Tomb Raider,1.15E8,2.74703328E8
Dr. Dolittle 2,7.0E7,1.76104352E8
The Fast and the Furious,3.8E7,2.0728392E8
A.I. Artificial Intelligence,1.0E8,2.3592656E8
Baby Boy,1.6E7,2.9381648E7
Crazy/Beautiful,1.3E7,1.6929124E7
Wolves,0.0,5471376.0
Cats & Dogs,6.0E7,9.3375152E7
Kiss of the Dragon,2.5E7,6.4437848E7
Baise-moi,0.0,940944.0
Cannonball Run II,0.0,2.8078072E7
Speed Zone,0.0,3077361.0
Donovan's Reef,2686000.0,6600000.0
House of Usher,270000.0,1450000.0
The Man Who Shot Liberty Valance,3200000.0,8000000.0
Something Wild,0.0,8362969.0
Things Are Tough All Over,0.0,2.1134374E7
All That Heaven Allows,0.0,3100000.0
The Misfits,4000000.0,8200000.0
Moby Dick,4500000.0,1.04E7
0,0.0,9.592019
The Last Dragon,1.0E7,2.5754284E7
Outland,1.6E7,1.7374596E7
The Way of the Dragon,130000.0,8.5E7
Legally Blonde,1.8E7,1.41774672E8
The Score,6.8E7,7.1069888E7
Bully,0.0,480811.0
Made,5000000.0,5476060.0
Michael Jordan to the Max,0.0,2.1268532E7
Haunted Castle,0.0,1.3651656E7
1969,0.0,5979011.0
Above the Law,7500000.0,1.8869632E7
Appointment with Death,0.0,960040.0
Arthur 2: On the Rocks,0.0,1.4681192E7
Beaches,0.0,5.7041864E7
Biloxi Blues,2.0E7,5.16848E7
Casual Sex?,0.0,1.2277096E7
Clean and Sober,0.0,8674093.0
Cocktail,2.0E7,1.71504784E8
Colors,6000000.0,4.6616068E7
Coming to America,3.9E7,2.88752288E8
Critters,2000000.0,1.3167232E7
Crossing Delancey,0.0,1.6262415E7
D.O.A.,0.0,1.2706478E7
Dirty Rotten Scoundrels,0.0,4.2039084E7
"Elvira, Mistress of the Dark",0.0,5596267.0
Ernest Saves Christmas,6000000.0,2.8202108E7
Feds,0.0,3527636.0
For Keeps,0.0,1.7514552E7
The Great Outdoors,2.4E7,4.3455232E7
High Spirits,0.0,7399763.0
The Land Before Time,1.23E7,8.4460848E7
License to Drive,8000000.0,2.2433276E7
A Night in the Life of Jimmy Reardon,0.0,6264058.0
Bagdad Cafe,0.0,3587303.0
Red Heat,2.9E7,3.4994648E7
Return of the Living Dead Part II,6200000.0,9205924.0
The Return of the Living Dead,4000000.0,1.4237E7
The Man from Snowy River,3500000.0,2.0659424E7
Rocket Gibraltar,0.0,187349.0
Running on Empty,0.0,2835116.0
Salsa,0.0,8892589.0
Satisfaction,0.0,8.0
The Serpent and the Rainbow,7000000.0,1.9595032E7
Shoot to Kill,0.0,2.93E7
Short Circuit 2,0.0,2.1630088E7
Short Circuit,0.0,4.069776E7
Stormy Monday,0.0,1791328.0
Sweet Hearts Dance,0.0,3790493.0
Torch Song Trilogy,0.0,4865997.0
Twins,1.5E7,2.16614384E8
Waxwork,0.0,808114.0
Always,3.1E7,7.4134792E7
American Ninja,1000000.0,1.0499694E7
Best of the Best 2,0.0,6500000.0
Black Rain,3.0E7,4.5892212E7
Blaze,0.0,1.9131E7
Blind Fury,0.0,2692037.0
Cyborg,500000.0,1.0166459E7
Dad,1.9E7,1.9738016E7
Dead Bang,0.0,8125592.0
The Dream Team,0.0,2.889024E7
Eddie and the Cruisers,0.0,4786789.0
Enemies: A Love Story,0.0,7754571.0
Family Business,0.0,1.2195695E7
Gleaming the Cube,0.0,2777280.0
An Innocent Man,0.0,2.0047604E7
Kickboxer,1500000.0,1.4697005E7
Major League,1.1E7,4.9797148E7
Next of Kin,1.2E7,1.5942628E7
No Holds Barred,8000000.0,1.6093651E7
Jurassic Park III,9.3E7,3.687808E8
Brother,1.2E7,1.525E7
Planet of the Apes,1.0E8,3.62211744E8
Cure,20000.0,99000.0
The Return of Swamp Thing,0.0,192816.0
Road House,1.5E7,3.0050028E7
Rude Awakening,0.0,3169719.0
Scandal,0.0,8800000.0
Sea of Love,1.9E7,1.10879512E8
"See No Evil, Hear No Evil",1.8E7,4.6908988E7
She's Out of Control,0.0,1.2065892E7
Shocker,5000000.0,1.6554699E7
Some Girls,0.0,401421.0
Stepfather II: Make Room For Daddy,0.0,1519796.0
Tango & Cash,5.5E7,6.3408616E7
Tap,0.0,9114702.0
Three Fugitives,1.5E7,4.059E7
Uncle Buck,1.5E7,7.9258536E7
Left Luggage,0.0,100544.0
Orphans,0.0,49501.0
The Princess Diaries,3.7E7,1.65335152E8
Rush Hour 2,9.0E7,3.47325792E8
La Cage aux folles,0.0,2.042426E7
La Cage aux folles II,0.0,6950125.0
Paint Your Wagon,2.0E7,3.1678778E7
The Shootist,0.0,8091910.0
Altered States,1.5E7,1.9853892E7
Any Which Way You Can,0.0,7.0687344E7
American Pie 2,3.0E7,2.875536E8
All Over the Guy,0.0,1051948.0
Captain Corelli's Mandolin,5.7E7,6.2112896E7
Rat Race,4.8E7,8.5498536E7
Jay and Silent Bob Strike Back,2.2E7,3.378816E7
An American Rhapsody,0.0,850225.0
Happy Accidents,0.0,688510.0
Tortilla Soup,0.0,4574762.0
Jeepers Creepers,1.0E7,5.9217788E7
Waking Up in Reno,0.0,261603.0
Vamp,1900000.0,4790926.0
L.I.E.,700000.0,1667192.0
Hardball,3.2E7,4.0222728E7
Haiku Tunnel,0.0,251058.0
Training Day,4.5E7,1.04876232E8
The Endurance: Shackleton's Legendary Antarctic Expedition,0.0,2452566.0
The French Lieutenant's Woman,0.0,2689068.0
The Grass Is Greener,0.0,6000000.0
"It's a Mad, Mad, Mad, Mad World",9400000.0,6.0E7
Operation Petticoat,0.0,6800000.0
Play Misty for Me,725000.0,1.06E7
Pocketful of Miracles,2900000.0,5000000.0
Don't Say a Word,5.0E7,1.00020096E8
Zoolander,2.8E7,6.078098E7
Extreme Days,0.0,1.0
Joy Ride,2.3E7,3.664284E7
Max Keeble's Big Move,1.2E7,1.729238E7
Serendipity,2.8E7,7.7516304E7
The Big Red One,4500000.0,7206220.0
Brubaker,0.0,3.7121708E7
The Changeling,0.0,1.2E7
Coal Miner's Daughter,1.5E7,6.7182784E7
Corky Romano,1.1E7,2.3978402E7
Mulholland Drive,1.5E7,2.011734E7
Dirty Harry,4000000.0,3.5976E7
Fiddler on the Roof,9000000.0,8.3304328E7
From Hell,3.5E7,7.4558112E7
Waking Life,0.0,3176880.0
K-PAX,4.8E7,5.031514E7
"Monsters, Inc.",1.15E8,5.6281626E8
The One,4.9E7,7.27E7
Tape,100000.0,490475.0
Shallow Hal,4.0E7,1.41069856E8
King of the Jungle,0.0,27.0
The Wash,7000000.0,1.0229331E7
Harry Potter and the Philosopher's Stone,1.25E8,9.7647552E8
Spy Game,9.2E7,1.43049568E8
The Devil's Backbone,4500000.0,6459020.0
Funny Girl,1.4E7,5.2223304E7
The Beastmaster,0.0,1.4056528E7
The Last Wave,810000.0,1258000.0
Dressed to Kill,6500000.0,3.1899E7
Fame,0.0,2.1202828E7
The Final Countdown,0.0,1.66478E7
The Enforcer,9000000.0,4.6236E7
An Eye for an Eye,0.0,7496681.0
The Gauntlet,5500000.0,2.6414658E7
Lone Wolf McQuade,5000000.0,1.2232628E7
Sudden Impact,2.2E7,6.7642696E7
Behind Enemy Lines,4.0E7,9.17532E7
Moscow on the Hudson,0.0,2.51E7
Amélie,1.0E7,1.73921952E8
Not Another Teen Movie,1.6E7,6.6468332E7
Vanilla Sky,6.8E7,2.03388336E8
The Royal Tenenbaums,2.1E7,7.1441248E7
Silent Rage,4500000.0,1.05E7
Spacehunter: Adventures in the Forbidden Zone,1.5E7,1.65E7
White Water Summer,0.0,300859.0
How High,1.2E7,3.1155436E7
Jimmy Neutron: Boy Genius,2.5E7,8.0936232E7
The Lord of the Rings: The Fellowship of the Ring,9.3E7,8.7136838E8
A Beautiful Mind,6.0E7,3.13542336E8
Sex and Zen,0.0,396003.0
Witness for the Prosecution,3000000.0,9000000.0
Black Hawk Down,9.2E7,1.72989648E8
Charlotte Gray,0.0,741394.0
Yentl,1.2E7,3.04E7
Gosford Park,1.98E7,8.7754048E7
I Am Sam,2.2E7,9.2542416E7
Monster's Ball,4000000.0,4.4909488E7
Brotherhood of the Wolf,2.9E7,7.0752904E7
The Umbrella Woman,0.0,1155000.0
Conan the Destroyer,1.8E7,1.0E8
The Formula,0.0,8894289.0
Foxes,0.0,4400000.0
48 Hrs.,1.2E7,7.8868512E7
Dragon: The Bruce Lee Story,1.4E7,6.3513744E7
M*A*S*H,3500000.0,8.16E7
Mrs. Soffel,0.0,4385312.0
The Count of Monte Cristo,3.5E7,7.5395048E7
The Mothman Prophecies,3.2E7,5.515754E7
A Walk to Remember,1.1E7,4.1227068E7
Metropolis,1.45E7,9.5789344E7
Cousins,1.3E7,2.203E7
Falling in Love,0.0,1.1129057E7
Big Fat Liar,1.5E7,5.2970016E7
The Sandlot,0.0,3.2416586E7
Crossroads,1.2E7,6.1141032E7
John Q,3.6E7,1.02244768E8
Return to Never Land,2.0E7,1.0986268E8
Super Troopers,3000000.0,1.8492362E7
The Good Son,1.7E7,4.445648E7
Used Cars,8000000.0,1.1715321E7
Queen of the Damned,3.5E7,4.5479112E7
State Property,0.0,2106838.0
The Bad News Bears,3.5E7,3.5323292E7
The Bad News Bears in Breaking Training,0.0,1.910435E7
We Were Soldiers,7.5E7,1.14660784E8
FernGully: The Last Rainforest,0.0,3.2710894E7
Scarlet Street,1202007.0,2948386.0
All About the Benjamins,1.4E7,2.5482932E7
The Time Machine,8.0E7,1.23729176E8
Full Frontal,2000000.0,2506446.0
Gloria,0.0,4059673.0
Hangar 18,0.0,6000000.0
Hero at Large,0.0,1.5934737E7
The Long Riders,1.0E7,1.5795189E7
The Octagon,0.0,1.8971E7
"Oh, God!",0.0,4.1687244E7
Ice Age,5.9E7,3.83257152E8
Resident Evil,3.3E7,1.02984864E8
Kissing Jessica Stein,1000000.0,1.0013424E7
Y Tu Mamá También,5000000.0,3.3616692E7
All the Right Moves,0.0,1.7233166E7
I Think I Do,0.0,344.0
Taps,1.4E7,3.5856052E7
Seems Like Old Times,0.0,4.399592E7
Smokey and the Bandit II,0.0,6.6132624E7
Smokey and the Bandit,0.0,1.26737424E8
Smokey and the Bandit Part 3,0.0,5678950.0
Stir Crazy,0.0,1.013E8
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,0.0,5010362.0
Blade II,5.4E7,1.55010032E8
Clockstoppers,2.6E7,3.8793284E7
Panic Room,4.8E7,1.96397408E8
The Rookie,2.0E7,7.559704E7
The Piano Teacher,3000000.0,9801375.0
Teddy Bears' Picnic,0.0,28149.0
Very Annie Mary,0.0,46352.0
Fraternity Vacation,0.0,3333306.0
High Crimes,4.2E7,6.3781808E7
National Lampoon’s Van Wilder,5000000.0,3.8275484E7
Slap Shot,0.0,2.8E7
Changing Lanes,4.5E7,9.493576E7
Frailty,1.1E7,1.3110448E7
The Sweetest Thing,4.3E7,6.8696768E7
My Big Fat Greek Wedding,5000000.0,3.68744032E8
Breakout,1000000.0,1.6E7
Joe Versus the Volcano,0.0,3.940426E7
The Watcher in the Woods,0.0,5000000.0
Murder by Numbers,5.0E7,5.6714148E7
The Scorpion King,6.0E7,1.65333184E8
Enigma,0.0,1.5705007E7
Joshua,0.0,1347988.0
Jason X,1.1E7,1.6951798E7
The Aviator,0.0,1304192.0
Cadillac Man,0.0,2.7575086E7
Thief of Hearts,9000000.0,1.0364904E7
Spider-Man,1.39E8,8.2170854E8
White Fang,1.4E7,3.479316E7
Unfaithful,5.0E7,1.19137784E8
Whore,0.0,1008404.0
My Beautiful Laundrette,860000.0,2451545.0
About a Boy,2.7E7,1.29E8
Star Wars: Episode II - Attack of the Clones,1.2E8,6.4939834E8
Every Which Way But Loose,5.0,85.0
Enough,3.8E7,5.1801188E7
Insomnia,4.6E7,1.13714832E8
Spirit: Stallion of the Cimarron,8.0E7,1.22563536E8
Monkey Business,0.0,2000000.0
Rapid Fire,1.0E7,1.4356479E7
Atanarjuat: The Fast Runner,1934000.0,3786801.0
The Bourne Identity,6.0E7,2.14034224E8
Scooby-Doo,8.4E7,2.75650688E8
She Wore a Yellow Ribbon,1600000.0,5400000.0
Traces of Red,0.0,3206713.0
Minority Report,1.02E8,3.58372928E8
Mr. Deeds,5.0E7,1.71269536E8
Lovely & Amazing,250000.0,4186931.0
Men in Black II,1.4E8,4.41818816E8
The Powerpuff Girls Movie,1.0E7,1.1411644E7
Road to Perdition,8.0E7,1.81001472E8
The Legend of Boggy Creek,100000.0,2.2E7
Z,0.0,83305.0
Halloween: Resurrection,1.3E7,3.7664856E7
Sex and Lucia,0.0,2628241.0
Stuart Little 2,1.2E8,1.699568E8
The Kid Stays in the Picture,40000.0,1434436.0
Tadpole,150000.0,2891288.0
Top Secret!,9000000.0,2.045834E7
Signs,7.2E7,4.08247904E8
Spy Kids 2: The Island of Lost Dreams,3.8E7,1.1972336E8
The Good Girl,8000000.0,1.6856124E7
Martin Lawrence Live: Runteldat,3000000.0,1.9184016E7
Rollerball,0.0,3.0E7
Blue Crush,2.5E7,5.184268E7
S1m0ne,0.0,1.9576024E7
Clash of the Titans,1.5E7,4.1092328E7
Hot Shots!,2.6E7,1.8109616E8
976-EVIL,0.0,2955917.0
Down and Out in Beverly Hills,1.4E7,6.2134224E7
Love Me Tender,1000000.0,9000000.0
Snipes,0.0,70569.0
Swimfan,8500000.0,3.441124E7
Thesis,0.0,2647055.0
Barbershop,1.2E7,7.578164E7
The Transporter,2.1E7,4.3928932E7
Aspen Extreme,0.0,8041049.0
The Hills Have Eyes,230000.0,2.5E7
Monkey Trouble,0.0,1.6453258E7
The Wanderers,0.0,2.3E7
His Secret Life,0.0,215339.0
Secretary,4000000.0,9304609.0
Spirited Away,1.5E7,2.74925088E8
Sweet Home Alabama,3.0E7,1.80622432E8
Skins,0.0,249204.0
Red Dragon,7.8E7,2.09196304E8
Flirting,0.0,2415396.0
Claire of the Moon,130000.0,799674.0
Festival in Cannes,0.0,299171.0
Flashback,0.0,6488144.0
Below,0.0,605562.0
Brown Sugar,8000000.0,2.7362712E7
Tuck Everlasting,1.5E7,1.9158074E7
Bowling for Columbine,4000000.0,3.5564472E7
Comedian,0.0,2744253.0
Pokémon 4Ever: Celebi - Voice of the Forest,0.0,2.8023564E7
The Ring,4.8E7,2.49348928E8
Hansel & Gretel,0.0,100477.0
Russian Ark,0.0,6723732.0
Jason Goes to Hell: The Final Friday,3000000.0,1.5938065E7
Saturday Night Fever,3500000.0,2.37113184E8
Staying Alive,2.2E7,6.4892672E7
Wholly Moses,0.0,1.4155617E7
Xanadu,2.0E7,2.2471596E7
Absence of Malice,1.2E7,4.0716964E7
All Night Long,0.0,1.0E7
Carbon Copy,0.0,9566593.0
Continental Divide,0.0,1.5578237E7
Endless Love,0.0,3.2492674E7
The Entity,0.0,1.3277558E7
Eye of the Needle,0.0,1.8E7
Gallipoli,3000000.0,1.174E7
Goodbye Pork Pie,300000.0,1400000.0
Neighbors,8500000.0,2.9916208E7
Pieces,0.0,1198346.0
Ghost Ship,3.5E7,6.8349888E7
Jackass: The Movie,5000000.0,6.4282312E7
Paid in Full,0.0,3090862.0
Roger Dodger,0.0,1260761.0
0,0.0,1.153239
Casino Royale,1.2E7,4.174472E7
Exodus,4000000.0,2.175E7
The Santa Clause 2,6.5E7,1.72855072E8
Far from Heaven,1.35E7,2.9027914E7
Harry Potter and the Chamber of Secrets,1.0E8,8.7668851E8
Toy Soldiers,0.0,1.5073942E7
Rollover,0.0,1.0217873E7
Scanners,4100000.0,1.4225876E7
Sharky's Machine,0.0,3.56101E7
"Tarzan, the Ape Man",0.0,3.656528E7
Thief,0.0,4300000.0
Die Another Day,1.4E8,4.31971104E8
Friday After Next,2.0E7,3.3526836E7
Talk to Her,9285469.0,5.1001552E7
Eight Crazy Nights,0.0,2.3833132E7
The Sword and the Sorcerer,4000000.0,3.9103424E7
Empire,4000000.0,1.8591272E7
Adaptation.,1.9E7,3.2801172E7
0,0.0,0.645316
Escape to Victory,1.0E7,2.7453418E7
Attack Force Z,0.0,88000.0
Barbarosa,0.0,1736123.0
The Best Little Whorehouse in Texas,3.5E7,6.970164E7
Drumline,2.0E7,5.7588484E7
The Hot Chick,0.0,3.5081552E7
Maid in Manhattan,5.5E7,1.54906688E8
Star Trek: Nemesis,6.0E7,6.7312824E7
About Schmidt,3.0E7,1.0583456E8
The Lord of the Rings: The Two Towers,7.9E7,9.2628742E8
Antwone Fisher,1.25E7,2.3367586E7
Gangs of New York,1.0E8,1.93772512E8
Two Weeks Notice,6.0E7,9.335492E7
Narc,6500000.0,1.2633747E7
Company Business,0.0,1501785.0
Legend of the Lost,1750000.0,2200000.0
War and Peace,6000000.0,1.25E7
Asoka,0.0,1.9E7
Catch Me If You Can,5.2E7,3.52114304E8
Pinocchio,4.0E7,4.1323172E7
Chicago,4.5E7,3.06776736E8
